2	1
2	2
2	2
2	0
2	2
2	1
2	2
2	2
5	4
5	4
5	2
5	1
5	4
5	2
5	3
5	3
10	2
10	5
10	5
10	4
10	6
10	1
10	7
10	5
20	5
20	6
20	14
20	6
20	3
20	10
20	12
20	9
40	14
40	7
40	10
40	3
40	12
40	14
40	17
40	10
11	5
130	12
130	15
130	9
130	23
130	14
130	24
130	21
130	19
130	11
9	7
10	6
117	11
100	9
10	5
120	24
120	10
11	2
8	3
6	4
7	4
6	2
6	3
73	16
6	4
6	4
75	11
70	13
77	9
7	3
7	4
72	18
65	23
86	14
7	4
7	2
87	11
8	7
